Trade:,0,Time:,18,
Trade:,1,Time:,19,
Trade:,2,Time:,52,
Trade:,3,Time:,50,
Trade:,4,Time:,29,
Trade:,5,Time:,23,
Trade:,6,Time:,45,
Trade:,7,Time:,43,
Trade:,8,Time:,49,
Trade:,9,Time:,40,
Trade:,10,Time:,6,
Trade:,11,Time:,13,
Trade:,12,Time:,4,
Trade:,13,Time:,64,
Trade:,14,Time:,16,
Trade:,15,Time:,37,
Trade:,16,Time:,29,
Trade:,17,Time:,12,
Trade:,18,Time:,6,
Trade:,19,Time:,20,
Trade:,20,Time:,25,
Trade:,21,Time:,5,
Trade:,22,Time:,6,
Trade:,23,Time:,2,
Trade:,24,Time:,40,
Trade:,25,Time:,43,
Trade:,26,Time:,41,
Trade:,27,Time:,2,
Trade:,28,Time:,29,
Trade:,29,Time:,4,
Trade:,30,Time:,54,
Trade:,31,Time:,20,
Trade:,32,Time:,55,
Trade:,33,Time:,12,
Trade:,34,Time:,39,
Trade:,35,Time:,39,
Trade:,36,Time:,4,
Trade:,37,Time:,85,
Trade:,38,Time:,23,
Trade:,39,Time:,24,
Trade:,40,Time:,57,
Trade:,41,Time:,13,
Trade:,42,Time:,27,
Trade:,43,Time:,6,
Trade:,44,Time:,9,
Trade:,45,Time:,9,
Trade:,46,Time:,49,
Trade:,47,Time:,23,
Trade:,48,Time:,12,
Trade:,49,Time:,77,
Trade:,50,Time:,56,
Trade:,51,Time:,16,
Trade:,52,Time:,6,
Trade:,53,Time:,9,
Trade:,54,Time:,54,
Trade:,55,Time:,10,
Trade:,56,Time:,37,
Trade:,57,Time:,13,
Trade:,58,Time:,44,
Trade:,59,Time:,86,
Trade:,60,Time:,12,
Trade:,61,Time:,19,
Trade:,62,Time:,3,
Trade:,63,Time:,6,
Trade:,64,Time:,5,
Trade:,65,Time:,20,
Trade:,66,Time:,10,
Trade:,67,Time:,2,
Trade:,68,Time:,21,
Trade:,69,Time:,6,
Trade:,70,Time:,19,
Trade:,71,Time:,9,
Trade:,72,Time:,6,
Trade:,73,Time:,24,
Trade:,74,Time:,6,
Trade:,75,Time:,2,
Trade:,76,Time:,70,
Trade:,77,Time:,4,
Trade:,78,Time:,13,
Trade:,79,Time:,4,
Trade:,80,Time:,2,
Trade:,81,Time:,4,
Trade:,82,Time:,97,
Trade:,83,Time:,26,
Trade:,84,Time:,3,
Trade:,85,Time:,4,
Trade:,86,Time:,40,
Trade:,87,Time:,6,
Trade:,88,Time:,42,
Trade:,89,Time:,20,
Trade:,90,Time:,21,
Trade:,91,Time:,38,
Trade:,92,Time:,3,
Trade:,93,Time:,75,
Trade:,94,Time:,5,
Trade:,95,Time:,15,
Trade:,96,Time:,45,
Trade:,97,Time:,13,
Trade:,98,Time:,29,
Trade:,99,Time:,30,
Trade:,100,Time:,36,
Trade:,101,Time:,19,
Trade:,102,Time:,11,
Trade:,103,Time:,6,
Trade:,104,Time:,18,
Trade:,105,Time:,6,
Trade:,106,Time:,16,
Trade:,107,Time:,2,
Trade:,108,Time:,54,
Trade:,109,Time:,50,
Trade:,110,Time:,9,
Trade:,111,Time:,6,
Trade:,112,Time:,47,
Trade:,113,Time:,16,
Trade:,114,Time:,25,
Trade:,115,Time:,89,
Trade:,116,Time:,73,
Trade:,117,Time:,21,
Trade:,118,Time:,54,
Trade:,119,Time:,39,
Trade:,120,Time:,55,
Trade:,121,Time:,56,
Trade:,122,Time:,37,
Trade:,123,Time:,2,
Trade:,124,Time:,76,
Trade:,125,Time:,6,
Trade:,126,Time:,3,
Trade:,127,Time:,9,
Trade:,128,Time:,6,
Trade:,129,Time:,46,
Trade:,130,Time:,6,
Trade:,131,Time:,22,
Trade:,132,Time:,76,
Trade:,133,Time:,19,
Trade:,134,Time:,55,
Trade:,135,Time:,2,
Trade:,136,Time:,12,
Trade:,137,Time:,46,
Trade:,138,Time:,4,
Trade:,139,Time:,20,
Trade:,140,Time:,18,
Trade:,141,Time:,48,
Trade:,142,Time:,6,
Trade:,143,Time:,54,
Trade:,144,Time:,19,
Trade:,145,Time:,39,
Trade:,146,Time:,40,
Trade:,147,Time:,6,
Trade:,148,Time:,23,
Trade:,149,Time:,120,
Trade:,150,Time:,3,
Trade:,151,Time:,128,
Trade:,152,Time:,2,
Trade:,153,Time:,12,
Trade:,154,Time:,12,
Trade:,155,Time:,68,
Trade:,156,Time:,41,
Trade:,157,Time:,63,
Trade:,158,Time:,20,
Trade:,159,Time:,53,
Trade:,160,Time:,76,
Trade:,161,Time:,82,
Trade:,162,Time:,99,
Trade:,163,Time:,16,
Trade:,164,Time:,91,
Trade:,165,Time:,18,
Trade:,166,Time:,20,
Trade:,167,Time:,5,
Trade:,168,Time:,12,
Trade:,169,Time:,2,
Trade:,170,Time:,65,
Trade:,171,Time:,11,
Trade:,172,Time:,20,
Trade:,173,Time:,6,
Trade:,174,Time:,18,
Trade:,175,Time:,2,
Trade:,176,Time:,18,
Trade:,177,Time:,12,
Trade:,178,Time:,25,
Trade:,179,Time:,67,
Trade:,180,Time:,27,
Trade:,181,Time:,35,
Trade:,182,Time:,76,
Trade:,183,Time:,6,
Trade:,184,Time:,9,
Trade:,185,Time:,27,
Trade:,186,Time:,91,
Trade:,187,Time:,9,
Trade:,188,Time:,13,
Trade:,189,Time:,61,
Trade:,190,Time:,15,
Trade:,191,Time:,16,
Trade:,192,Time:,19,
Trade:,193,Time:,6,
Trade:,194,Time:,68,
Trade:,195,Time:,2,
Trade:,196,Time:,39,
Trade:,197,Time:,31,
